,domain_name,Test_document,Expected_result,decision_model_3,decision_model_3_accuracy
124,cashbus.com,financi servic financi servic cashbus microfin compani cashbus microfin compani establish 2014 headquart shanghai offer small short-term micro instal loan underbank china,Personal loans,Working Capital ,39.726027397260275
116,jiedaibao.com,app mobil app app mobil app jiedaibao develop mobli applic financi lend applic jiedaibao internet financ acquaint lend platform,Personal loans,Purchase Financing ,39.726027397260275
279,westcreekfin.com,financ financi servic fintech financ financi servic fintech west creek financi found help consum obtain financ purchas good west creek financi found help consum obtain financ purchas good servic want time help merchant servic supplier increas sale provid financ today??? tough econom time mani credit-worthi consum find increas hard get approv financ tradit bank financ compani tighten credit requir west creek??? founder deep lend expertis previous made signific credit risk improv largest us financi institut passion ensur custom store enabl get merchandis want,Purchase Financing ,Others,39.726027397260275
20,smartbizloans.com,e-commerc financi servic lend e-commerc financi servic lend smartbiz loan www.smartbizloans.com uniqu combin onlin sba loan marketplac bank enabl technolog platform smartbiz loan 1 onlin sba loan marketplac small busi loan intellig technolog platform make appli sba loan fast easi increas likelihood approv small busi match borrow sba prefer lend bank like fund particular busi 90 95 loan smartbiz refer bank partner get fund bank partner use smartbiz platform origin underwrit sba loan compliant manner also process loan 70 90 effici base financi district san francisco smartbiz loan privat held compani found 2009 team experienc financi servic entrepreneur back lead ventur capit firm includ investor growth capit venrock first round capit baselin ventur softtech vc,Term loans,Term loans,39.726027397260275
65,trustingsocial.com,analyt big data ident manag social media analyt big data ident manag social media trust social build next generat credit score base social data make lend faster cheaper friendlier trust social provid consum credit score base social web mobil data solut enabl lender emerg market lend billion ???financi invisible??? consum cover credit bureaus test proven accur faster cheaper exist solut,Others,Others,39.726027397260275
270,zibby.com,"big data e-commerc financ big data e-commerc financ zibbi cognic compani nonprim payment option onlin shopper zibbi help retail captur price sensit custom zibbi consum leas platform onlin brick mortar omnichannel retail custom appli 30 second in-stor via zibbi button retailer??? websit approv 300 3,500 zibbi increas retail sale provid fast easi leas payment option nonprim consum seek acquir furnitur applianc electron consum durabl zibbi found cornel univers base new york citi",Purchase Financing ,Purchase Financing ,39.726027397260275
341,quiklo.com,"lend softwar lend softwar quiklo micro-lend platform student enabl electron purchas emi quiklo build proprietari next generat credit risk engin use 1,000+ data point includ deriv data build robust underwrit manag strategi data point deriv multipl non-tradit altern data sourc cater segment credit histori cibil score believ segment equal aspir credit worthi one cibil score core technolog determin credit worthi borrow among young milleni",Purchase Financing ,Others,39.726027397260275
163,taplend.com,app credit financi servic app credit financi servic taplend financi help platform give access fast safe 100 onlin loan provid peopl financi institut taplend financi help servic peopl get 2500 pound minut provid friend lend compani problem it??? solv fair common us ?? ? situat need money urgent get ???right now??? compani found 1 year ago sinc time taplend??? team achiev lot ?? ? particip three acceler program technat usa/kazakhstan hub raum deutsch telekom poland sellalab itali collabor level39 uk last one still go finish decemb london mechan taplend quit plain one user download applic set desir amount money return term submit detail inform send request via servic friend credit compani request accept take 2 minut averag money come user??? bank account mobil wallet,Personal loans,Personal loans,39.726027397260275
166,payjoy.com,financi servic fintech mobil financi servic fintech mobil payjoy provid smartphone-en consum financ solut payjoy provid smartphone-en consum financ solut enabl custom purchas pay electron item time chang upfront purchas pay-as-you-go month instal company??? technolog lock devic unless month payment made improv custom payment rate offer financ solut smartphon wash machin tvs air condition bring middle-class lifestyl peopl around world compani found 2015 base saratoga california unit state,Purchase Financing ,Purchase Financing ,39.726027397260275
130,prosper.com,crowdfund financ fintech lend person financ crowdfund financ fintech lend person financ first marketplac lender u. prosper marketplac help peopl get top financ prosper??? mission advanc financi well-b company??? onlin lend platform connect peopl want borrow money individu institut want invest consum credit borrow get access afford fixed-r fixed-term person loan investor opportun earn solid return via data-driven underwrit model date 10 billion person loan origin prosper platform debt consolid larg purchas home improv project medic expens special occas prosper marketplac inc. found 2005 headquart san francisco lend platform own prosper fund llc subsidiari prosper marketplac inc. loan origin prosper marketplac made webbank member fdic visit www.prosper.com follow prosperloan learn prosper note offer prospectus,Personal loans,Lead generation platform,39.726027397260275
148,propellr.com,financi servic fintech real estat financi servic fintech real estat propellr provid institut famili offic individu w/direct access altern invest typic avail select propellr llc provid small institut famili offic accredit investor direct access altern invest opportun typic avail institut investor power user-friend interfac propellr curat high qualiti issuer suppli innov technolog market opportun direct investor launch 2013 todd lippiatt respect pillar new york real estat financ communiti wall street veteran propellr seek disrupt redefin antiqu construct industri grow team impass mind propellr process roll multipl innov altern asset class,Term loans,Term loans,39.726027397260275
329,microenergycredits.com,financi servic micro lend financi servic micro lend microenergi credit social enterpris provid consum develop countri clean energi product microenergi credit social enterpris provid consum develop countri clean energi product help microfin institut start clean energi lend program strengthen cloud-bas technolog last-mil servic scale carbon financ company??? product includ heat cook stove solar led light product solar home system water purif system clean household packag includ solar light effici stove water filter exact product specif packag vari local depend market research custom feedback given locat packag design local afford enough consum pay back microloan within 8 month microenergi credit co-found jame dailey https //www.crunchbase.com/person/james-dailey-2 april allderdic https //www.crunchbase.com/person/april-allderdic 2007 base seattl washington,Others,Personal loans,39.726027397260275
208,faircent.com,bank financi servic lend bank financi servic lend faircent.com websit borrow lender connect direct faircent help elimin high margin intermediari like bank financi institut make transact bank massiv overhead thousand employe pay hundr branch maintain bank must take larg margin money pass wherea faircent.com peopl spare money lend direct peopl want borrow bank middl huge overhead,Personal loans,Personal loans,39.726027397260275
31,emoneyunion.com,financ financ provid individu spare save opportun becom person lender screen profil borrow provid individu spare save opportun becom person lender screen profil borrow unlik peer peer platform platform financi inclus accept loan applic low credit score borrow borrow low credit score need obtain back high credit score person guarantor boost chanc obtain loan,Personal loans,Others,39.726027397260275
321,incred.com,incr,Others,Others,39.726027397260275
215,himaxwell.com,credit financi servic fintech credit financi servic fintech mortgag get whole lot easier hi re maxwel we???r mission revolution 8.5t residenti mortgag market reimagin loan offic work togeth homebuy real estat agent buy home connect network one seamless intuitively-design platform focus isn???t paperwork it??? place call home,Lead generation platform,Others,39.726027397260275
14,enduranceln.com,"crowdfund financ fintech crowdfund financ fintech endur lend network web-bas lender small medium busi unit state endur lend network web-bas lender focus small medium busi unit state provid loan 25,000 500,000 high-qual entrepreneur look expans capit equip purchas general need",Term loans,Working Capital ,39.726027397260275
115,purchasingpower.com,"e-commerc energi power grid e-commerc energi power grid found 2001 purchas power offer becom one countri 's premier purchas program employe found 2001 purchas power offer becom one countri 's premier purchas program employe atlanta-bas compani tap `` fastest-grow '' list sever lead busi public includ entrepreneur inc. magazin date purchas power servic 400,000 order employe lead compani organ across u.s. fortun 500 govern agenc",Purchase Financing ,Term loans,39.726027397260275
194,kredx.com,fintech internet marketplac peer peer fintech internet marketplac peer peer kredx india 's first onlin invoic discount platform kredx indian invoic discount platform provid short-term invest opportun small- medium-s enterpris india onlin platform develop proprietari credit risk assess model borrow technolog platform financi provid complet trade servic sourc curat invoic conduct due dilig use proprietari credit underwrit algorithm launch manish kumar anurag jain puneet agarw 2015 kredx partner bank account firm law firm ensur aspect servic compliant regul ensur consum protect time,Working Capital ,Personal loans,39.726027397260275
266,qupital.com,marketplac onlin portal trade platform marketplac onlin portal trade platform qupit digit trade marketplac buyer seller corpor receiv qupit digit trade marketplac buyer seller corpor receiv,Working Capital ,Personal loans,39.726027397260275
216,loan-street.com,bank content syndic financ bank content syndic financ loanstreet marketplac enabl effici syndic loan loan pool loanstreet new marketplac enabl effici syndic size loan loanstreet autom standard syndic origin matur enabl lender investor buy sell manag loan direct websit,Lead generation platform,Lead generation platform,39.726027397260275
243,upstart.com,credit financ financi servic fintech internet lend person financ credit financ financi servic fintech internet lend person financ upstart fund platform mentor network match student backer believ potenti upstart goe beyond fico score offer person loan compani 's proprietari underwrit model identifi high-qual borrow despit limit credit employ histori use variabl includ school attend area studi academ perform work experi upstart offer 3-year 5-year fix interest loan primarili use pay credit card consolid debt elimin student debt start busi pay person develop bootcamp,Personal loans,Term loans,39.726027397260275
237,ablelending.com,"credit financ fintech small medium busi credit financ fintech small medium busi abl lowest-cost onlin lender small busi loan nation partner network provid loan 25k- 1mm abl lowest-cost onlin lender small busi nation passion fund busi stage new kind loan let borrow get capit lower rate recruit support friend famili fan averag able??? borrow save 31,000 loan 25,000 1,000,000 abl ???more loan.??? connect extraordinari entrepreneur addit capit communiti resourc expert advic it??? time grow learn nomin favorit busi get pre-approv 1 minut visit www.ablelending.com",Term loans,Working Capital ,39.726027397260275
338,paydayone.com,consult financ person financ consult financ person financ payday one provid instal loan credit servic internet payday one lead provid payday loan internet sinc 2002 compani found one goal ???????? consumer-friend lender industri custom mean guarante price fast conveni loan process friend custom servic payday one subsidiari thinkcash inc. offic delawar nevada texa learn thinkcash visit corpor web site www.thinkcashfinancial.com,Personal loans,Personal loans,39.726027397260275
211,applepiecapital.com,financ financi servic marketplac financ financi servic marketplac altern financ platform franchis busi applepi capit marketplac lender provid fresh new approach franchis financ firm??? franchis loan marketplac enabl entrepreneur effici obtain financ start expand franchis busi applepi capit enabl investor earn attract fixed-incom return establish franchis brand know trust,Term loans,Working Capital ,39.726027397260275
176,clara.com,financi servic fintech person financ real estat financi servic fintech person financ real estat build fastest simplest way consum financ home clara combin advanc technolog dedic support simpl transpar home financ process clara special convent conform residenti home loan california offer follow product 30-year fix 25-year fix 20-year fix 15-year fix 7/1 arm 5/1 arm 3/1 arm offer purchas refin loan,Others,Term loans,39.726027397260275
151,weidai.com.cn,financi servic lend payment financi servic lend payment china-bas p2p lend platform weidai earli stage person credit system base china peer-to-p lend servic use vehicl collater weidai plan expand use properti collater provid person loan well,Personal loans,Purchase Financing ,39.726027397260275
272,octanelending.com,financi servic fintech insur point sale financi servic fintech insur point sale octan lend offer point sale financ insur platform nich consum market octan lend point sale financ platform focus nich consum lend market,Lead generation platform,Term loans,39.726027397260275
162,bizfi.com,financ fintech lend financ fintech lend bizfi 's connect marketplac provid multipl financ option real-tim pre-approv busi near decad merchant cash capit llc industri leader provid altern tradit fund sourc innov provid merchant cash advanc financi servic busi retail restaur servic industri mcc affili special offer uniqu avenu fund ???purchasing??? small fix percentag futur credit card revenu advanc money qualifi busi up-front mcc philosophi seek fund option almost everi busi qualifi regardless credit histori string attach hassl hidden fee unreason repay requir mcc seek partner help busi reach potenti provid fund requir,Lead generation platform,Working Capital ,39.726027397260275
175,finovafinancial.com,"financi servic financi servic fast afford onlin loan base equiti car finova financi social respons lender provid fast afford loan base equiti car 70 million financi underserv american spend 138 billion fee interest annual finova??? car equiti line credit c-loc cost 70 less current nation averag provid instant access capit 12-month pathway back financi health onlin mobil anywher 24/7 finova client benefit abil complet loan process onlin instant approv decis day cash fund finova client portal provid person access financi dashboard allow real time manag financi health payment made conveni comput mobil devic 32,000 us retail locat success payment histori provid declin rate opportun establish build credit along access addit fund demand finova provid immedi solut clients??? credit need abil monitor progress real time coupl finova??? ongo financi educ provid pathway improv econom health finova c-loc first mani digit financi servic product launch address unfulfil need financi underserv american finova busi relationship transact client tell us finova first posit relationship financi servic provid passion drive us forward",Personal loans,Personal loans,39.726027397260275
342,rangde.org,financ financi servic non profit financ financi servic non profit rang de invest communiti allow peopl invest project choos rang de bangalor base non-profit oper onlin platform enabl lend rs.100 rural entrepreneur choic rang de essenti kiva india mission make poverti histori india compani overview rang de social initi began mission make microcredit afford peopl onlin portal www.rangde.org enabl individu call social investor lend small sum money entrepreneur low incom household,Others,Personal loans,39.726027397260275
126,financebuddha.com,financ financi servic fintech financ financi servic fintech financi servic product startup,Lead generation platform,Term loans,39.726027397260275
169,zestfinance.com,analyt big data fintech machin learn analyt big data fintech machin learn zestfinance??? credit-decis platform help lender predict credit risk increas revenu reduc risk ensur complianc zestfin found world??? best data scientist mission use machin learn algorithm revolution credit decis made provid fair transpar credit everyon zest autom machin learn zaml??? platform zest 's uniqu credit-decis platform enabl lender analyz vast amount non-tradit credit data increas approv rate reduc risk credit decis particular thin-fil no-fil borrow like millenni platform also provid abil explain data model result measur busi impact compli regulatori requir,Others,Personal loans,39.726027397260275
267,gopaysense.com,financi servic fintech inform technolog financi servic fintech inform technolog paysens fintech startup focus bring innov financi servic indian consum paysens fintech startup focus bring innov financi servic indian consum,Personal loans,Personal loans,39.726027397260275
26,wbl.com,financ financi servic small medium busi financ financi servic small medium busi world busi lender provid capit small busi credit card check cash payment world busi lender llc provid capit small busi compani offer loan product busi accept limit form payment well loan design busi accept credit card check cash payment client includ retail busi regular deposit cash revenu busi oper two year franchise coffe shop dri cleaner doctor dentist world busi lender llc incorpor 2011 base new york new york,Term loans,Working Capital ,39.726027397260275
252,collegeavestudentloans.com,credit financ financi servic fintech credit financ financi servic fintech colleg ave student loan product made firstrust bank member fdic colleg ave student loan offer privat student loan undergradu student graduat student parent student enter colleg special student loan abl provid custom attent deserv deliv loan person individu compani also facilit competit rate repay option customer-friend experi applic repay colleg ave student loan also offer borrow choic defer interest flat payment full princip interest payment,Others,Purchase Financing ,39.726027397260275
300,capitalfloat.com,financi servic fintech small medium busi financi servic fintech small medium busi capit float onlin platform provid work capit financ smes india capit float onlin platform provid work capit financ smes india offer flexibl short-term loan use purchas inventori servic new order optim cash cycl borrow appli onlin minut select desir repay term receiv fund bank account 7 day minim hassl,Working Capital ,Working Capital ,39.726027397260275
314,directlending.com.my,fintech fintech onlin person lend platform onlin person lend platform strive provid faster simpler safer borrow experi consum,Personal loans,Personal loans,39.726027397260275
134,stilt.co,databas data integr wireless databas data integr wireless bring togeth public proprietari dataset use cut edg data scienc predict credit worthi lot peopl get loan u.s. n't credit score pay high interest rate want money thing like rental deposit tuition downpay car etc mission end hassl base experi know difficult get loan bank sole look credit score credit histori individu stilt acknowledg potenti provid loan individu without credit score limit credit histori loan approv process long hectic come huge interest rate stilt help reduc burden individu provid loan lower interest rate,Others,Others,39.726027397260275
150,i2ifunding.com,crowdfund financ financi servic crowdfund financ financi servic i2ifund onlin marketplac connect borrow look person loan investor look altern invest i2i peer-to-p p2p marketplac connect borrow lender unsecur loan use gamut reason like purchas consum durabl debt consolid i.e repay credit card debt etc medic expens educ expens cash cycl optim etc entir credit process transpar quick easi apart provid end end servic i2i dilig use unconvent data point borrow like educ employ transact salari social network etc sole depend cibil score lend recommend help investor greater understand borrow 's riski lead better credit decis,Personal loans,Others,39.726027397260275
297,digilend.in,financi servic financi servic digilend analyt technolog marketplac enabl individu like avail unsecur person loan digilend marketplac enabl individu like avail unsecur person loan differ need like educ travel holiday wed home improv debt consolid emerg need etc need cash loan bank loan look provid onlin instant quick loan competit interest rate digilend??? endeavour make get loan easier onlin instant credit evalu connect right lender provid everyon easi conveni access credit,Personal loans,Term loans,39.726027397260275
139,sixup.com,big data edtech fintech impact invest big data edtech fintech impact invest educ financ marketplac platform high-achiev low-incom student underbank underfund sixup onlin student financ support platform invest high-achiev low-incom student pursuit higher educ career invest student suit wrap-around fund servic design upgrad student school better outcom support graduat job creation compani partner charter school colleg success organ identifi recommend high-potenti student expand option help student upgrad colleg outcom graduat rate social capit job placement also offer annual fund option loan grant student throughout colleg lifecycl reevalu student year base perform compani work close wide rang organ trio upward bound kipp cristo rey genesi work investor compani rethinkeduc acceler ventur wti learncapit sixup u.s.-bas compani found 2015 sunwoo hwang,Others,Term loans,39.726027397260275
32,covefinancial.com,financ financi servic home renov financ financi servic home renov cove financi group offer mortgag altern program would-b home buyer qualifi mortag cove financi group inc. creat mortgag altern program would-b home buyer payment qualifi today mortgag,Others,Purchase Financing ,39.726027397260275
44,openbookben.com,financ publish ventur capit financ publish ventur capit open book ben altern tradit busi credit bureau open book ben altern tradit busi credit bureau build on-lin communiti small medium-s busi `` '' smbs '' '' collabor share creditworthi busi intellig system beta sever financi institut compani use feedback ben democrat access creditworthi type import busi data smbs struggl near everi aspect busi credit exist credit bureaus often fail score smbs accur small firm even show databas sinc afford solut busi credit data smbs suffer huge write off 64 billion last year ben solut problem discuss platform attract altern credit bureaus ben also offer power market lead gen tool also offer greatly-need smb suppli chain tool `` '' vendor worth '' '' score help smbs assess qualiti b2b vendor,Others,Purchase Financing ,39.726027397260275
141,licaifan.com,develop platform e-commerc financ fintech develop platform e-commerc financ fintech licaifan chines onlin financ platform licaifan chines onlin financ platform offer p2b invest loan financi servic small- medium-s enterpris launch march 2014 compani headquart beij china,Term loans,Others,39.726027397260275
27,kiva.org,financ financi servic fintech micro lend non profit social entrepreneurship financ financi servic fintech micro lend non profit social entrepreneurship kiva zip communiti provid access 0 interest loan communiti passion help entrepreneur unit state base san francisco kiva intern non-profit organ enabl famili make small loan entrepreneur develop countri crowdfund 705 million u.s. dollar microloan one million entrepreneur 86 countri found 2005 kiva cover cost primarili option donat well support grant sponsor,Others,Personal loans,39.726027397260275
154,epaylater.in,custom servic onlin portal payment custom servic onlin portal payment buy pay later solut india epaylat found decemb 2015 aurko bhattacharya prasannaa murlidharan uday somayajula shanmunathan thiagaraja saxena compani give custom option ???buy pay later??? onlin portal one click custom get 14 day make payment within period make mani transact via single-click checkout bunch togeth make singl payment end period,Purchase Financing ,Purchase Financing ,39.726027397260275
43,sfscapital.com,financ financi servic fintech financ financi servic fintech strateg fund sourc financ futur small busi technolog insight strateg fund sourc financ futur small busi technolog insight provid financ wide rang busi includ retail restaur hotel medic profession manufactur wholesal automot dealer supplier found 2006 strateg fund sourc market leader offer financ option small midsiz busi recogn one reliabl respect name industri strateg fund sourc known flexibl tailor financ option comprehens technolog platform except custom servic headquart new york citi network affili offic sale repres compani provid capit throughout u.s. australia,Term loans,Term loans,39.726027397260275
73,acquirerealestate.com,commerci real estat crowdfund real estat commerci real estat crowdfund real estat acquir real estat crowdfund platform accredit investor pre-fund co-invest sole institutional-qu deal acquir real estat lead real estat crowdfund platform one platform pre-fund deal acquir focus cash-flow institutional-qu real estat deal co-invest everi properti right alongsid member learn www.acquirerealestate.com,Term loans,Term loans,39.726027397260275
201,itouzi.com,financ fintech financ fintech itouzi offer websit enabl individu busi find invest inform financi product itouzi.com ????????? p2p financ servic websit base mortgag guarante itouzi attach invest financ beij network technolog co. ltd. built elit team work financi internet industri mani year internet financi websit itouzi.com provid individu safe transpar conveni high-return invest financ project compani loan project undergon strict offlin audit,Working Capital ,Others,39.726027397260275
92,gkkxd.com,consum lend financi servic fintech payment consum lend financi servic fintech payment kaixindai p2p lend platform kaixindai peer-to-p lend platform provid network invest financ servic client found 2012 compani base nanj jiangsu,Working Capital ,Purchase Financing ,39.726027397260275
325,lpsvcs.com,softwar softwar lender process servic provid integr technolog outsourc servic mortgag lend industri u.s. lender process servic inc. provid integr technolog outsourc servic mortgag lend industri unit state oper two segment technolog data analyt loan transact servic technolog data analyt segment offer softwar system inform solut facilit autom various busi process across life cycl mortgag applic servic technolog includ mortgag servic platform loan setup ongo process custom servic account report feder regulatori report desktop web-bas workflow inform system various softwar applic servic facilit origin mortgag loan segment also provid data analyt servic includ enhanc properti data inform altern valuat servic altern valuat servic loan transact servic segment offer custom outsourc busi process inform solut provid various settlement servic central titl agenc close servic financi institut client properti apprais servic lender real estat tax inform feder flood zone certif monitor servic outsourc tax escrow servic segment also offer default manag servic includ foreclosur servic properti inspect preserv servic well asset manag default titl settlement servic lender process servic inc. provid servic primarili bank well various financi institut mortgag lender mortgag loan servic provid real estat profession compani headquart jacksonvill florida,Others,Others,39.726027397260275
198,liftforward.com,"credit financi servic marketplac credit financi servic marketplac liftforward oper marketplac loan platform provid loan small busi liftforward oper marketplac loan platform provid loan small busi high yield debt product investor busi abl borrow 1,000,000 per transact asset purchas purchas order financ work capit liftforward partner supplier retail manufactur order provid financ small busi custom liftforward partnership includ co-brand white-label portal",Term loans,Term loans,39.726027397260275
200,numberz.in,financi servic financi servic numberz realis run busi sure commend task numberz realis run busi sure commend task mani time understand manag one critic resourc cash flow becom daunt excercis 's numberz endevour help number liter continu pursu dream,Working Capital ,Working Capital ,39.726027397260275
93,balancecredit.com,bank credit financ bank credit financ balanc credit built thing don???t go accord plan balanc credit onlin lender provid famili individu person instal loan credit servic offer clear rate term toll-fre custom support abil pay earli penalti time balanc credit licens regul u.s. state oper found 2013 base irv texa,Personal loans,Personal loans,39.726027397260275
204,quantgroup.cn,big data databas financi servic big data databas financi servic quantgroup financi big data compani,Others,Working Capital ,39.726027397260275
322,instakash.in,financi servic lend financi servic lend instakash 's aim empow small busi let grow use new method lend instakash aim empow small busi let grow use new method lend want transform experi borrow make simpler effici current offer loan line credit small busi applic process complet minut strive make applic process approv hassl free possibl,Term loans,Working Capital ,39.726027397260275
271,credy.in,credit financi servic fintech lend credit financi servic fintech lend credi fintech platform connect borrow seek capit lender seek market beat return credi fintech platform connect borrow seek capit lender seek market-b return,Personal loans,Others,39.726027397260275
56,bolstr.com,"fintech small medium busi fintech small medium busi bolstr marketplac emerg consum retail manufactur busi rais fund expans real investor bolstr marketplac emerg consum retail manufactur busi rais fund expans real investor use uniqu revenu share invest structur design help busi rais growth fund investor maintain equiti make month payment proport gross sale volum mean busi never get squeez season sale cycl work exchang fund investor entitl receiv fix percentag busi revenu month paid back predetermin multipl invest exampl let 's say busi rais 100,000 agre share 3 revenu investor earn 1.2x invest back scenario investor would receiv 3 busi revenu paid month paid back 120,000 100,000 x 1.2x bolstr news visit bolstr.com/press latest bolstr news video vault bolstr believ often emerg busi overlook overlook capit overlook guidanc overlook success creat vault impart action advic experi lesson learn real expert built scale consum retail manufactur busi vault first public establish busi owner refus accept status quo strive take oper new level group innov game changer vault provid access wealth valuabl insight growth expert matter visit vault bolstr.com/the-vault",Working Capital ,Term loans,39.726027397260275
241,renovateamerica.com,energi effici financi servic fintech water energi effici financi servic fintech water renov america lead way make home communiti energi water effici renov america provid financ solut home communiti area energi water unit state aim lead way make home communiti energi water effici compani offer hero program financ solut made possibl properti assess clean energi legisl partner citi counti implement low-risk scalabl program deliv multipl benefit includ energi save lower util bill reduc emiss new job local econom stimulus in-hous develop team creat custom tool support user product properti owner contractor municip leader,Others,Others,39.726027397260275
282,loantap.in,financi servic financi servic loantap fintech compani dna constitu loantap onlin platform commit deliv flexibl loan product salari profession innov otherwis dull loan segment deliv smart product millenni idea use technolog build flexibl product without ad cost,Others,Working Capital ,39.726027397260275
143,startwise.com,crowdfund financ financi servic crowdfund financ financi servic startwis crowdfund platform make revenu share invest access everyon startwis make revenu share invest deal access everyon startwis revenu share marketplac everyon regardless incom invest expertis becom investor compani care start 100 model simpl invest 100 deal compani pay fix revenu everi 3 month reach maximum payout rang 110 250 depend deal term empow peopl bank invest made simpl,Working Capital ,Others,39.726027397260275
212,zebit.com,e-commerc internet payment e-commerc internet payment zebit grant no-cost credit hardwork american without interest fee credit check zebit grant no-cost credit hardwork american without interest fee credit check due cash constraint lack credit access consum typic turn high-cost off-lin financ method payday loan rent-to-own in-stor financ payment total 3 time purchas valu zebit??? payment platform first grant real-tim no-cost credit-check 0 apr financ shop million product pay time combin consum incom data sophist risk analyt allow member shop million name brand product close marketplac zebit provid benefit internet commerc product select lower price mobile-shop conveni disrupt 25 billion high-cost off-lin instal financ industri,Personal loans,Personal loans,39.726027397260275
235,tala.co,"big data credit financi servic inform technolog mobil softwar big data credit financi servic inform technolog mobil softwar tala mobil technolog data scienc compani revolution financi servic emerg market tala innov fast-pac mobil technolog start-up provid credit score report platform financi servic institut emerg countri tradit credit n't work emerg market mobil technolog unlock trillion dollar purchas power world??? fastest grow economi tala mobil technolog data scienc compani flip tradit credit score model put power hand newli empow consum emerg market mobil app uniqu channel gather averag 10,000 discret data point per user provid person offer deliv real-tim credit",Others,Others,39.726027397260275
327,loquidity.com,real estat real estat loquid offer accredit intern investor curat local sourc real estat invest opportun loquid membership-bas platform offer accredit intern investor curat local sourc real estat invest opportun midwest marketplac crowd-sourc real estat invest take middlemen help sponsor fund project loquid member view pre-vet deal learn specif invest track progress onlin investor dashboard receiv email updat deal access q forum deal includ inform estim annual return project length invest properti locat inform market analysi profil primari parti involv invest loquid launch 2014 oper base michigan unit state,Term loans,Term loans,39.726027397260275
240,redcarpetup.com,consum lend credit fintech mobil payment consum lend credit fintech mobil payment data driven onlin lend product purchas financ instal machin learn base credit score redcarpetup lend custom india bank see india credit financ compani abl servic less 10 custom base data widespread credit bureaus profil score custom redcarpet access much data includ data mobil phone use data servic custom never access credit today custom segment young future-prim student colleg use redcarpetup find credit fund onlin purchas ecommerc travel etc tomorrow hope unlock credit india,Purchase Financing ,Others,39.726027397260275
28,raiseworks.com,credit crowdfund crowdsourc financ financi servic fintech credit crowdfund crowdsourc financ financi servic fintech raisework oper onlin direct lend platform connect small privat busi institut lender raisework oper onlin direct lend platform connect small busi institut lender look lend direct privat busi improv small busi access capit leverag technolog lower cost custom acquisit loan applic process result dramat acceler application-to-fund cycl institut lender raisework open door opportun invest direct credit-worthi privat busi earn stabl attract return,Term loans,Term loans,39.726027397260275
301,autofi.com,automot financi servic point sale automot financi servic point sale autofi point sale solut financ vehicl onlin autofi onlin point sale financ solut allow consum purchas financ vehicl entir onlin seamless user experi autom applic approv process,Others,Term loans,39.726027397260275
285,autogravity.com,automot financ mobil automot financ mobil autogravity??? uniqu mobil platform deliv auto financ palm hand autograv fintech pioneer mission transform process financ car uniqu digit experi autograv partner world??? lead bank give consum direct control financ car smartphon offer simpl mobil platform autograv empow custom multipl loan offer network trust car dealerships.? headquart irvin ca autograv found team digit nativ industri veterans.? learn visit www.autogravity.com follow autogravityhq twitter,Others,Personal loans,39.726027397260275
159,payoff.com,financi servic fintech payment person financ financi servic fintech payment person financ payoff make loan help peopl pay credit card debt payoff financi well compani provid member person loan develop product servic support member attain target focus connect financi behavior person compani partner first electron bank origin loan client payoff use 256-bit encrypt protect clients??? inform bank account number social secur number parti offer fix loan rate loan amount client charg one-tim origin fee servic,Personal loans,Purchase Financing ,39.726027397260275
362,bfscapital.com,ynera financi servic financi servic compani provid busi loan financ etc,Working Capital ,Term loans,39.726027397260275
137,vestedfinance.com,financ financi servic fintech financ financi servic fintech vest financ becom vemo educ http //vemo.com/ schoold app http //schoold.co/,Others,Others,39.726027397260275
35,yooli.com,bank credit financi servic bank credit financi servic yooli network secur compani aim provid protect investor safeguard financi profession yooli cooper 23 offlin micro-credit compani offer investor access loan origin mani smaller p2p platform order build trust confid yooli partner third parti assess credit qualiti individu loan,Term loans,Term loans,39.726027397260275
